source_id,source_name,original_source_url,creator_author,license,license_url,subcategory
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_0176e3353561.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_08fb31a9cf65.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_18db67c63b34.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_1c4ab72daf25.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_1eaf3240b131.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_1fe57c5503f2.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_21aacc414c83.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_24c62c173856.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_2fa36941b0ec.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_32f052c20a5b.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_37b3b1e11d13.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_3a8e1373cbe3.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_3deefceff94a.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_3fc5b00cedcc.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_491eea58c9e6.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_501f3a9278ba.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_504b7d975daa.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_56299ee3cb08.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_58de2299a249.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_5ccf9f2fca88.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_642cdf8dff80.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_7184b0ff48c2.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_79b97a38c34a.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_7ede35d472d6.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_845b634a81f5.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_85c5888a2c89.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_8f94dac25b7c.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_90f81977b17c.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_9f662cf2b79b.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_a2ef7b19d713.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_a739f0677e80.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_ab99204e6939.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_aba89af8f99a.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_b5ef8743bcc1.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_b7f12a971252.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_b94cc3aca7d9.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_c24af65dd924.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_c6ad05669a58.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_d7d1491c3b74.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_d8fa5fd6334b.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_db13889b783d.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_e138d8a320c4.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_e51dc7bc2c83.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
SRC-02,Google Open Images V7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_e5a1cd57ad8e.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,agri_tools_equipment
